#,title,author,category,read?,audio?,language,# Pages,Location,Audible,Chicago?,Cincinnati?,Boston?,Date Bought,Date Read,Time on TBR (days),Time on TBR (years)
,The Tangled Tree,David Quammen,Science,No,Yes,English,386,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Frederick Douglass,David W. Blight,Civil War,No,Yes,English,764,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Unorthodox,Deborah Feldman,Memior,No,Yes,English,256,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Theodore Rex,Edmund Morris,American History,No,Yes,English,555,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,China,Edward Rutherfurd,Fiction,No,Yes,English,764,Chicago,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,She Came To Slay,Erica Armstrong Dunbar,American History,No,Yes,English,139,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,The Witch's Heart,Genevieve Gornichec,Fiction,No,Yes,English,347,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Gone Girl,Gillian Flynn,Fiction,No,Yes,English,555,Boston,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,H Is For Hawk,Helen Macdonald,Science,No,Yes,English,283,Boston,Yes!,Yes,Yes,Yes,,N/A,N/A,N/A
2,The Odyssey,Homer,Classic,No,Yes,English,365,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,The Case For God,Karen Armstrong,Religion,No,Yes,English,330,Boston,Yes,Rec,Rec,Yes,,N/A,N/A,N/A
,The Woman They Could Not Silence,Kate Moore,History,No,Yes,English,454,Boston,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,Sex And Vanity,Kevin Kwan,Fiction,No,Yes,English,315,Chicago,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
1,Ringworld,Larry Niven,Classic,No,Yes,English,342,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,China Dolls,Lisa See,Fiction,No,Yes,English,376,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Circe,Madeline Miller,Fiction,No,Yes,English,385,Boston,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,The Song Of Achilles,Madeline Miller,Fiction,No,Yes,English,369,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,"Silver, Sword, & Stone",Marie Arana,South American History,No,Yes,English,362,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,This Is Your Mind On Plants,Michael Pollan,Science,No,Yes,English,247,Boston,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,My Thoughts Be Bloody,Nora Titone,Civil War,No,Yes,English,386,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,The Book Of Eels,Patrick Svensson,Science,No,Yes,English,235,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
2,The New Silk Roads,Peter Frankopan,China,No,Yes,English,230,Boston,Yes,Rec,Rec,Yes,,N/A,N/A,N/A
1,Silk Roads,Peter Frankopan,China,No,Yes,English,505,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,In The Heights Finding Home,"Quiara Alegría Hudes, Jeremy McCarter, & Lin-Manuel Miranda",Theatre,No,Yes,English,269,Chicago,No,Rec,Yes,Yes,,N/A,N/A,N/A
1,The Poppy War,R.F. Kuang,Fiction,No,Yes,English,527,Boston,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,God: A Human History,Reza Aslan,Religion,No,Yes,english,171,Boston,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,Daughter Of The Deep,Rick Riordan,Fiction,No,Yes,English,336,Boston,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,Hymns Of The Republic,S.C. Gwynne,Civil War,No,Yes,English,325,Boston,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,The Disappearing Spoon,Sam Kean,Science,No,Yes,English,346,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Early,Sarah DiGregorio,Science,No,Yes,English,308,Chicago,Yes,Rec,Rec,Yes,,N/A,N/A,N/A
,Gods Of Jade And Shadow,Silvia Moreno-Garcia,Fiction,No,Yes,English,334,Boston,Yes,Yes,Yes,Yes,,N/A,N/A,N/A
,In The Shadow Of The Sword,Tom Holland,History,No,Yes,English,474,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Confederates In The Attic,Tony Horwitz,Civil War,No,Yes,English,390,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Strength In What Remains,Tracy Kidder,History,No,Yes,English,259,Chicago,Yes,Rec,Yes,Yes,,N/A,N/A,N/A
,Abraham Lincoln And Civil War America,William E. Gienapp,Civil War,No,Yes,English,203,Chicago,Yes,Rec,Rec,Yes,,N/A,N/A,N/A
,China In Ten Words,Yu Hua,China,No,Yes,English,225,Boston,Yes,Rec,Rec,Yes,,N/A,N/A,N/A
,Invisible Child ,Andrea Elliott,Race Relations,No,Yes,English,525,Boston,Yes,Yes,Yes,Yes,"October 19, 2022",N/A,N/A,N/A
1,The Rise Of Theodore Roosevelt,Edmund Morris,American History,Yes,Yes,English,782,Chicago,Yes,Rec,Yes,Yes,"January 1, 2016","June 22, 2021",1999,5.476712329
,Emma,Jane Austen,Classic,Yes,Yes,English,448,Chicago,Yes!,Rec,Yes,Yes,"January 1, 2016","January 1, 2016",0,0
,Pride And Prejudice,Jane Austen,Classic,Yes,Yes,English,375,Chicago,Yes!,Yes,Yes,Yes,"January 1, 2016","January 1, 2016",0,0
,The Underground Girls Of Kabul,Jenny Nordberg,Gender Studies,Yes,Yes,English,306,Chicago,Yes,Rec,Yes,Yes,"January 1, 2016","October 6, 2020",1740,4.767123288
1,Amulet Of Samarkand,Johnathan Stroud,Fiction,Yes,Yes,English,464,Boston,Yes,Yes,Yes,Yes,"January 1, 2016","January 1, 2016",0,0
2,The Other Boleyn Girl,Philippa Gregory,Fiction,Yes,Yes,English,661,Chicago,Yes,Rec,Yes,Yes,"January 1, 2016","July 29, 2020",1671,4.578082192
,The Divine Comedy,Dante Alighieri,Classic,Yes,Yes,English,693,Chicago,Yes,Yes,Yes,Yes,"July 1, 2017","July 1, 2018",365,1
,Notorious RBG,Irin Cameron & Shana Knizhnik,RBG,Yes,Yes,English,195,Chicago,Yes,Rec,Yes,Yes,"September 1, 2017","December 28, 2020",1214,3.326027397
,Behind The Beautiful Forevers,Katherine Boo,Textbook,Yes,Yes,English,254,Chicago,Yes,Yes,Yes,Yes,"September 1, 2017","September 1, 2017",0,0
,Why Are All The Black Kids..,Beverly Daniel Tatum,Race Relations,Yes,Yes,English,358,Chicago,Yes,Rec,Yes,Yes,"July 1, 2019","May 15, 2021",684,1.873972603
,Dracula,Bram Stoker,Classic,Yes,Yes,English,413,Chicago,Yes!,Yes,Yes,Yes,"July 1, 2019","September 30, 2019",91,0.2493150685
,1491,Charels C. Mann,Native Americans,Yes,Yes,English,416,Chicago,Yes,Rec,Yes,Yes,"July 1, 2019","November 19, 2021",872,2.389041096
,Little Princes,Conor Grennan,Memior,Yes,Yes,English,282,Chicago,Yes,Rec,Yes,Yes,"July 1, 2019","August 31, 2019",61,0.1671232877
,Flowers For Algernon,Daniels KeYes,Classic,Yes,Yes,English,311,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","October 31, 2019",122,0.3342465753
,Rebecca,Daphnie duMaurier,Classic,Yes,Yes,English,380,Chicago,Yes,Rec,Yes,Yes,"July 1, 2019","May 7, 2020",311,0.8520547945
,Night,Elie Wiesel,WWII,Yes,Yes,English,115,Chicago,Yes,Rec,Yes,Yes,"July 1, 2019","July 1, 2019",0,0
,Devil In The White City,Erik Larson,American History,Yes,Yes,English,390,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019",,-43647,-119.5808219
,1421,Gavin Menzies,China,Yes,Yes,English,491,Chicago,Yes,Rec,Yes,Yes,"July 1, 2019","September 13, 2020",440,1.205479452
,Guns Germs And Steel,Jared Diamond,Anthropology,Yes,Yes,English,445,Chicago,Yes,Rec,Yes,Yes,"July 1, 2019","October 31, 2019",122,0.3342465753
,Anna Karenina,Leo Tolstoy,Classic,Yes,Yes,English,870,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019",,-43647,-119.5808219
,Frankenstein,Mary Shelley,Classic,Yes,Yes,English,282,Chicago,Yes!,Rec,Yes,Yes,"July 1, 2019","July 1, 2019",0,0
,The Immortal Life Of Henrietta Lacks,Rebecca Skloot,Science,Yes,Yes,English,345,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","September 30, 2019",91,0.2493150685
,My Own Words,"Ruth Nader Ginsburg, Mary Hartnett, & Wendy W. Williams",RBG,Yes,Yes,English,334,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","August 31, 2019",61,0.1671232877
,The Outsiders,S.E. Hinton,Fiction,Yes,Yes,English,180,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","July 1, 2019",0,0
,Water For Elephants,Sara Gruen,Fiction,Yes,Yes,English,331,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","July 1, 2019",0,0
,The Gene,Siddhartha Mukherjee,Science,Yes,Yes,English,498,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","July 31, 2019",30,0.08219178082
,The Emperor Of All Maladies,Siddhartha Mukherjee,Science,Yes,Yes,English,472,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","September 30, 2019",91,0.2493150685
,Cleopatra,Stacy Schiff,Egyptian Studies,Yes,Yes,English,326,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","July 31, 2019",30,0.08219178082
,Educated,Tara Westover,Memior,Yes,Yes,English,332,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","August 31, 2019",61,0.1671232877
,Sapiens,Yuval Noah Harari,Anthropology,Yes,Yes,English,416,Chicago,Yes,Yes,Yes,Yes,"July 1, 2019","July 31, 2019",30,0.08219178082
,War And Peace,Leo Tolstoy,Classic,Yes,Yes,English,1110,Chicago,Yes!,Rec,Yes,Yes,"August 1, 2019","October 28, 2021",819,2.243835616
,Radium Girls,Kate Moore,American History,Yes,Yes,English,405,Chicago,Yes,Yes,Yes,Yes,"October 1, 2019","October 09, 2019",8,0.02191780822
,I Know Why The Caged Bird Sings,Maya Angelou,Memior,Yes,Yes,English,289,Chicago,Yes,Rec,Yes,Yes,"October 14, 2019","October 14, 2019",0,0
,Marie Antoinette,Antonia Fraser,Biography,Yes,Yes,English,458,Chicago,Yes,Yes,Yes,Yes,"October 17, 2019",,-43755,-119.8767123
3,Brisingr,Christopher Paolini,Fiction,Yes,Yes,English,748,Chicago,Yes,Yes,Yes,Yes,"October 17, 2019","October 17, 2019",0,0
4,Inheritance,Christopher Paolini,Fiction,Yes,Yes,English,849,Chicago,Yes,Yes,Yes,Yes,"October 17, 2019","October 17, 2019",0,0
,John Adams,David McCullough,American History,Yes,Yes,English,651,Chicago,Yes,Rec,Yes,Yes,"October 17, 2019","January 29, 2020",104,0.2849315068
3,Ptolemy's Gate,Jonathan Stroud,Fiction,Yes,Yes,English,501,Chicago,Yes,Yes,Yes,Yes,"October 17, 2019","October 17, 2019",0,0
4,Winter,Marissa Meyer,Fiction,Yes,Yes,English,819,Chicago,Yes,Yes,Yes,Yes,"October 17, 2019","October 17, 2019",0,0
,The God Delusion,Richard Dawkins,Religion,Yes,Yes,English,420,Chicago,Yes,Yes,Yes,Yes,"October 17, 2019",,-43755,-119.8767123
,Hamilton,Ron Chernow,American History,Yes,Yes,English,738,Chicago,Yes,Yes,Rec,Yes,"October 17, 2019","October 17, 2019",0,0
,Grant,Ron Chernow,American History,Yes,Yes,English,959,Chicago,Yes,Yes,Yes,Yes,"October 17, 2019",,-43755,-119.8767123
,Salem's Lot,Stephen King,Fiction,Yes,Yes,English,381,Chicago,Yes,Yes,Yes,Yes,"October 17, 2019","January 31, 2020",106,0.2904109589
,A Beautiful Mind,Sylvia Nasar,Biography,Yes,Yes,English,390,Chicago,Yes,Rec,Yes,Yes,"October 17, 2019","December 1, 2019",45,0.1232876712
,The Jungle,Upton Sinclair,Classic,Yes,Yes,English,373,Chicago,Yes!,Yes,Yes,Yes,"October 17, 2019","October 17, 2019",0,0
,Will My Cat Eat My Eyeballs?,Caitlin Doughty,Death,Yes,Yes,English,204,Chicago,Yes,Rec,Yes,Yes,"November 15, 2019","February 19, 2020",96,0.2630136986
,Uncle Tom's Cabin,Harriet Beecher Stowe,Classic,Yes,Yes,English,462,Chicago,Yes,Yes,Yes,Yes,"November 15, 2019","December 31, 2019",46,0.1260273973
,Wild Swans,Jung Chang,China,Yes,Yes,English,508,Chicago,Yes,Rec,Yes,Yes,"November 15, 2019","May 24, 2020",191,0.5232876712
,She Said,Jodi Kantor & Megan Twohey,Gender Studies,Yes,Yes,English,261,Chicago,Yes,Yes,Yes,Yes,"December 1, 2019","December 31, 2019",30,0.08219178082
,Refugee,Alan Grantz,Fiction,Yes,Yes,English,338,Chicago,Yes,Yes,Yes,Yes,"December 25, 2019",,-43824,-120.0657534
,The Long Walk,Stephen King,Fiction,Yes,Yes,English,391,Chicago,Yes,Rec,Yes,Yes,"December 25, 2019","January 31, 2020",37,0.101369863
,Nobody's Victim,Carrie Goldberg,Gender Studies,Yes,Yes,English,219,Chicago,Yes,Rec,Yes,Yes,"December 31, 2019","December 31, 2019",0,0
,Gods of The Upper Air,Charles King,Anthropology,Yes,Yes,English,345,Chicago,Yes,Rec,Yes,Yes,"January 13, 2020",,-43843,-120.1178082
,The Heartbeat Of Wounded Knee,David Treuer,Native Americans,Yes,Yes,English,455,Chicago,Yes!,Rec,Yes,Yes,"January 13, 2020",,-43843,-120.1178082
,The Only Plane In The Sky,Garrett M. Graff,Modern History,Yes,Yes,English,425,Chicago,Yes,Yes,Yes,Yes,"January 13, 2020","March 31, 2020",78,0.2136986301
,Shout,Laurie Halse Anderson,Poetry,Yes,Yes,English,291,Chicago,Yes,Yes,Yes,Yes,"January 13, 2020","January 23, 2020",10,0.02739726027
,Say Nothing,Patrick Radden Keefe,History,Yes,Yes,English,348,Chicago,Yes,Yes,Yes,Yes,"January 13, 2020",,-43843,-120.1178082
,Underland,Robert Macfarlane,Science,Yes,Yes,English,425,Chicago,Yes!,Rec,Yes,Yes,"January 13, 2020","May 14, 2020",122,0.3342465753
,She Has Her Mother's Laugh,Carl Zimmer,Science,Yes,Yes,English,574,Chicago,Yes,Rec,Yes,Yes,"January 15, 2020","March 12, 2021",422,1.156164384
,Midnight In Chernobyl,Adam Higginbotham,History,Yes,Yes,English,,Chicago,Yes,Yes,Yes,Yes,"February 10, 2020",,-43871,-120.1945205
,High School,Tegan Quin and Sara Quin,Memior,Yes,Yes,English,361,Chicago,Yes,Rec,Yes,Yes,"February 10, 2020",,-43871,-120.1945205
,Oliver Twist,Charles Dickens,Classic,Yes,Yes,English,506,Chicago,Yes,Rec,Yes,Yes,"February 20, 2020",,-43881,-120.2219178
,Jane Eyre,Charlotte Bronte,Classic,Yes,Yes,English,527,Chicago,Yes!,Rec,Yes,Yes,"February 20, 2020","June 29, 2022",860,2.356164384
2,Eldest,Christopher Paolini,Fiction,Yes,Yes,English,668,Chicago,Yes!,Yes,Yes,Yes,"February 20, 2020","February 20, 2020",0,0
,Genghis Khan And The Quest For God,Jack Weatherford,Biography,Yes,Yes,English,356,Chicago,Yes,Rec,Yes,Yes,"February 20, 2020",,-43881,-120.2219178
,Of Mice and Men,John Steinbeck,Classic,Yes,Yes,English,107,Chicago,Yes,Yes,Yes,Yes,"February 20, 2020","February 20, 2020",0,0
,The Pearl,John Steinbeck,Fiction,Yes,Yes,English,90,Chicago,Yes,Rec,Yes,Yes,"February 20, 2020",,-43881,-120.2219178
,Speak,Laurie Halse Anderson,Fiction,Yes,Yes,English,198,Chicago,Yes,Yes,Yes,Yes,"February 20, 2020",,-43881,-120.2219178
,The Book Thief,Markus Zusak,Fiction,Yes,Yes,English,552,Chicago,Yes,Yes,Yes,Yes,"February 20, 2020","February 20, 2020",0,0
,Weapons of Math Destruction,Cathhy O'neil,Math,Yes,Yes,English,218,Chicago,Yes,Rec,Yes,Yes,"March 1, 2020","December 31, 2020",305,0.8356164384
,The Curious Incident of the Dog In The Night-time,Mark Haddon,Fiction,Yes,Yes,English,221,Chicago,Yes,Yes,Yes,Yes,"March 1, 2020",,-43891,-120.2493151
,To Kill a Mockingbird,Harper Lee,Fiction,Yes,Yes,English,376,Chicago,Yes,Yes,Yes,Yes,"March 31, 2020","August 11, 2022",863,2.364383562
,Lab Girl,Hope Jahren,Memior,Yes,Yes,English,282,Chicago,Yes,Yes,Yes,Yes,"March 31, 2020",,-43921,-120.3315068
,There There,Tommy Orange,Fiction,Yes,Yes,English,290,Chicago,Yes,Yes,Yes,Yes,"March 31, 2020","November 30, 2020",244,0.6684931507
,Dear Girls,Ali Wong,Memior,Yes,Yes,English,240,Chicago,Yes,Yes,Yes,Yes,"April 4, 2020","April 4, 2020",0,0
,A Thousand Splendid Suns,Khaled Hosseini,Fiction,Yes,Yes,English,367,Chicago,Yes,Rec,Yes,Yes,"April 25, 2020",,-43946,-120.4
,The Adventures of Tom Sawyer,Mark Twain,Classic,Yes,Yes,English,206,Chicago,Yes,Yes,Yes,Yes,"April 25, 2020","April 25, 2020",0,0
,The Shining,Stephen King,Fiction,Yes,Yes,English,447,Chicago,Yes!,Rec,Yes,Yes,"April 25, 2020","April 25, 2020",0,0
2,The Girl Who Played with Fire,Stieg Larsson,Fiction,Yes,Yes,English,503,Chicago,Yes,Yes,Yes,Yes,"April 25, 2020","August 11, 2022",838,2.295890411
,Song of Solomon,Toni Morrison,Classic,Yes,Yes,English,337,Chicago,Yes,Rec,Yes,Yes,"April 25, 2020",,-43946,-120.4
1,Crazy Rich Asians,Kevin Kwan,Fiction,Yes,Yes,English,559,Chicago,Yes,Yes,Yes,Yes,"June 8, 2020","June 8, 2020",0,0
2,China Rich Girlfriend,Kevin Kwan,Fiction,Yes,Yes,English,524,Chicago,Yes,Yes,Yes,Yes,"June 20, 2020",,-44002,-120.5534247
3,Rich People Problems,Kevin Kwan,Fiction,Yes,Yes,English,590,Chicago,Yes,Yes,Yes,Yes,"June 20, 2020",,-44002,-120.5534247
,Know My Name,Channel Millar,Memior,Yes,Yes,English,357,Chicago,Yes,Yes,Yes,Yes,"July 20, 2020","July 20, 2020",0,0
,The Boy Who Harnessed the Wind,William Kamkwamba and Bryan Mealer,Memior,Yes,Yes,English,286,Chicago,Yes,Rec,Yes,Yes,"July 20, 2020",,-44032,-120.6356164
,Mountains Beyond Mountains,Tracy Kidder,Textbook,Yes,Yes,English,333,Chicago,Yes,Rec,Yes,Yes,"September 1, 2020","September 1, 2020",0,0
,The Uninhabitable Earth,David Wallace-Wells,Science,Yes,Yes,English,310,Chicago,Yes,Rec,Yes,Yes,"October 1, 2020","October 1, 2020",0,0
,White Fragility,Robin Diangelo,Race Relations,Yes,Yes,English,154,Chicago,Yes,Yes,Yes,Yes,"October 1, 2020","October 28, 2020",27,0.07397260274
1,Gideon The Ninth,Tamsyn Muir,Fiction,Yes,Yes,English,448,Chicago,Yes,Yes,Yes,Yes,"October 1, 2020","October 1, 2020",0,0
,Beloved,Toni Morrison,Fiction,Yes,Yes,English,324,Chicago,Yes,Rec,Yes,Yes,"October 1, 2020","October 1, 2020",0,0
,Native Son,Richard Wright,Classic,Yes,Yes,English,504,Chicago,Yes,Rec,Yes,Yes,"October 15, 2020",,-44119,-120.8739726
,The Road,Cormac McCarthy,Fiction,Yes,Yes,English,241,Chicago,Yes,Rec,Yes,Yes,"October 27, 2020",,-44131,-120.9068493
,Bury My Heart At Wounded Knee,Dee Brown,Native Americans,Yes,Yes,English,509,Chicago,Yes!,Yes,Yes,Yes,"October 27, 2020",,-44131,-120.9068493
,Snow Flower And The Secret Fan,Lisa See,Fiction,Yes,Yes,English,288,Chicago,Yes,Yes,Yes,Yes,"October 27, 2020",,-44131,-120.9068493
,The Joy Luck Club,Amy Tan,Fiction,Yes,Yes,English,288,Chicago,Yes!,Rec,Yes,Yes,"December 4, 2020",12/24/2020,20,0.05479452055
,How It All Blew Up,Arvin Ahmadi,Fiction,Yes,Yes,English,304,Chicago,Yes,Yes,Yes,Yes,"December 25, 2020",,-44190,-121.0684932
,Empress Dowager Cixi,Jung Chang,China,Yes,Yes,English,436,Chicago,Yes,Rec,Yes,Yes,"January 4, 2021",,-44200,-121.0958904
,Peony In Love,Lisa See,Fiction,Yes,Yes,English,273,Chicago,Yes,Rec,Yes,Yes,"January 4, 2021",,-44200,-121.0958904
,The Vanishing Half,Brit Bennet,Fiction,Yes,Yes,English,343,Chicago,Yes,Yes,Yes,Yes,"February 20, 2021",,-44247,-121.2246575
1,Ninth House,Leigh Bardugo,Fiction,Yes,Yes,English,458,Chicago,Yes,Yes,Yes,Yes,"February 20, 2021","February 20, 2021",0,0
,Cemetery Boys,Aiden Thomas,Fiction,Yes,Yes,English,344,Chicago,Yes,Yes,Yes,Yes,"February 21, 2021",,-44248,-121.2273973
,Cheaper By The Dozen,Frank B. Gilbreth & Ernestine Gilbreth Carey,Memior,Yes,Yes,English,292,Chicago,Yes,Yes,Yes,Yes,"March 4, 2021","March 4, 2021",0,0
,Eat The Buddha,Barbara Demick,China,Yes,Yes,English,325,Chicago,Yes,Rec,Yes,Yes,"March 13, 2021",,-44268,-121.2821918
2,Harrow The Ninth,Tamsyn Muir,Fiction,Yes,Yes,English,512,Chicago,Yes,Yes,Yes,Yes,"March 13, 2021",,-44268,-121.2821918
,Look Me In The Eye,John Elder Robison,Memior,Yes,Yes,English,304,Chicago,Yes,Rec,Yes,Yes,"March 23, 2021","March 23, 2021",0,0
,The Tea Girl Of Hummingbird Lane,Lisa See,Fiction,Yes,Yes,English,384,Chicago,Yes,Yes,Yes,Yes,"March 23, 2021","March 23, 2021",0,0
,Hidden Figures,Margot Lee Shetterly,Gender Studies,Yes,Yes,English,349,Chicago,Yes,Yes,Yes,Yes,"March 23, 2021",,-44278,-121.309589
2,Scarlet,Marissa Meyer,Fiction,Yes,Yes,English,454,Chicago,Yes,Yes,Yes,Yes,"March 23, 2021","March 23, 2021",0,0
,Becoming,Michelle Obama,Memior,Yes,Yes,English,426,Chicago,Yes,Yes,Yes,Yes,"March 23, 2021",,-44278,-121.309589
,Life Of Pi,Yann Martel,Fiction,Yes,Yes,English,460,Chicago,Yes,Yes,Yes,Yes,"March 23, 2021","March 23, 2021",0,0
,Stiff,Mary Roach,Death,Yes,Yes,English,292,Chicago,Yes,Rec,Yes,Yes,"May 5, 2021",,-44321,-121.4273973
,Hood Feminism,Mikki Kendall,Gender Studies,Yes,Yes,English,258,Chicago,Yes,Yes,Yes,Yes,"May 5, 2021",,-44321,-121.4273973
1,The Girl With The Dragon Tattoo,Stieg Larsson,Fiction,Yes,Yes,English,590,Chicago,Yes,Yes,Yes,Yes,"May 5, 2021","September 4, 2021",122,0.3342465753
1,Girls Of Paper And Fire,Natasha Ngan,Fiction,Yes,Yes,English,391,Chicago,Yes,Yes,Yes,Yes,"May 31, 2021","May 21, 2022",355,0.9726027397
,An Excess Male,Maggie Shen King,Fiction,Yes,Yes,English,402,Chicago,Yes,Rec,Yes,Yes,"September 1, 2021","April 23, 2022",234,0.6410958904
1,Iron Widow,Xiran Jay Zhao,Fiction,Yes,Yes,English,391,Chicago,Yes,Yes,Yes,Yes,"September 21, 2021","October 24, 2021",33,0.0904109589
1,The Black Tides Of Heaven,Neon Yang,Fiction,Yes,Yes,English,236,Chicago,Yes!,Yes,Yes,Yes,"March 3, 2022","May 13, 2022",71,0.1945205479
,Winter's Orbit,Everina Maxwell,Fiction,Yes,Yes,English,428,Chicago,Yes,Rec,Yes,Yes,"March 15, 2022","May 14, 2022",60,0.1643835616
0.1,I Robot,Issac Asimov,Fiction ,Yes,Yes,English,224,Chicago,Yes,Yes,Yes,Yes,"March 15, 2022","September 16, 2022",185,0.5068493151
,Machinehood,S.B. Divya,Fiction,Yes,Yes,English,401,Chicago,Yes,Rec,Yes,Yes,"March 22, 2022","May 25, 2022",64,0.1753424658
,The Girl Who Fell Beneath The Sea,Axie Oh,Fiction,Yes,Yes,English,321,Chicago,Yes,Rec,Yes,Yes,"April 7, 2022","June 5, 2022",59,0.1616438356
1,Six Crimson Cranes,Elizabeth Lim,Fiction,Yes,Yes,English,454,Chicago,Yes,Yes,Yes,Yes,"April 7, 2022","October 10, 2022",186,0.5095890411
,How The Word Is Passed,Clint Smith,Race Relations,Yes,Yes,English,290,Chicago,Yes,Yes,Yes,Yes,"April 30, 2022","June 12, 2022",43,0.1178082192
,The Great Believers,Rebecca Makkai,Fiction,Yes,Yes,English,418,Chicago,Yes,Yes,Yes,Yes,"May 3, 2022","June 14, 2022",42,0.1150684932
,The Veiled Throne,Ken Liu,Fiction,Yes,Yes,English,982,Chicago,Yes,Rec,Yes,Yes,"May 10, 2022","May 31, 2022",21,0.05753424658
,The Last Cuentista,Donna Barba Higuera,Fiction,Yes,Yes,English,314,Chicago,Yes,Yes,Yes,Yes,"May 18, 2022","September 28, 2022",133,0.3643835616
2,Girls Of Storm And Shadow,Natasha Ngan,Fiction,Yes,Yes,English,397,Chicago,Yes,Rec,Yes,Yes,"May 23, 2022","July 19, 2022",57,0.1561643836
,The House in the Cerulean Sea,T.J. Klune,Fiction,Yes,Yes,English,396,Chicago,Yes,Yes,Yes,Yes,"June 2, 2022","July 14, 2022",42,0.1150684932
2,The Year Of The Flood,Margaret Atwood,Fiction,Yes,Yes,English,431,Chicago,Yes,Yes,Rec,Yes,"June 18, 2022","July 16, 2022",28,0.07671232877
1,Oryx And Crake,Margaret Atwood,Fiction,Yes,Yes,English,374,Chicago,Yes,Rec,Yes,Yes,"June 18, 2022","July 7, 2022",19,0.05205479452
,The System,Robert Reich,Modern History,Yes,Yes,English,197,Chicago,Yes,Rec,Yes,Yes,"June 18, 2022","September 27, 2022",101,0.2767123288
,One Last Stop,Casey McQuiston,Fiction,Yes,Yes,English,417,Chicago,Yes,Yes,Yes,Yes,"June 19, 2022","October 17, 2022",120,0.3287671233
2,The Second Rebel,Linden A. Lewis,Fiction,Yes,Yes,English,502,Chicago,Yes,Rec,Yes,Yes,"June 27, 2022","July 31, 2022",34,0.09315068493
,Where The Mountain Meets The Moon,Grace Lin,Fiction,Yes,Yes,English,278,Chicago,Yes,Yes,Yes,Yes,"July 2, 2022","July 13, 2022",11,0.0301369863
,In The Time Of The Butterflies,Julia Alvarez,Fiction,Yes,Yes,English,321,Chicago,Yes,Rec,Yes,Yes,"July 2, 2022","September 14, 2022",74,0.202739726
2,The Merciless Ones,Namina Forna,Fiction,Yes,Yes,English,453,Chicago,Yes,Rec,Yes,Yes,"July 2, 2022",N/A,N/A,N/A
,Leave the World Behind,Rumaan Alam,Fiction,Yes,Yes,English,241,Chicago,Yes,Yes,Yes,Yes,"July 2, 2022","July 24, 2022",22,0.0602739726
,Zachary Ying And The Dragon Emperor,Xiran Jay Zhao,Fiction,Yes,Yes,English,340,Chicago,Yes,Yes,Yes,Yes,"July 10, 2022","September 24, 2022",76,0.2082191781
3,MaddAddam,Margaret Atwood,Fiction,Yes,Yes,English,390,Chicago,Yes,Rec,Yes,Yes,"July 13, 2022","July 31, 2022",18,0.04931506849
3,Cress,Marissa Meyer,Fiction,Yes,Yes,English,550,Chicago,Yes,Yes,Yes,Yes,"July 28, 2022","July 28, 2022",0,0
,The Feather Thief,Kirk W. Johnson,History,Yes,Yes,English,248,Chicago,Yes,Yes,Yes,Yes,"July 30, 2022","July 30, 2022",0,0
,Hamlet,William Shakespeare,Play,Yes,Yes,English,287,Chicago,Yes,Rec,Yes,Yes,"July 30, 2022","July 30, 2022",0,0
